id,home_quality,home_sqft,garage_cars,home_age,yr_remod,full_bath,masonry_veneer_area,total_rooms_above_ground,neighborhood,home_type,sale_price
1581,6,3873.0,2.0,22,1986,2,132.0,7,Timber,Newer 1 Story,184000
612,5,2352.0,1.0,50,1959,1,132.0,6,NAmes,Newer 1 Story,124500
139,5,3784.0,2.0,52,1958,2,0.0,8,NAmes,Duplex,135000
1335,6,2893.0,1.0,68,1989,1,0.0,6,BrkSide,1.5 Story Finished,164900
2531,7,2856.0,2.0,37,1969,1,168.0,6,NWAmes,Newer 1 Story,140000
681,5,2376.0,1.0,51,1958,1,0.0,6,NAmes,Newer 1 Story,128000
1383,6,1988.0,2.0,30,1978,1,40.0,6,Sawyer,Split Foyer,153000
1359,6,2633.0,1.0,98,1950,1,0.0,7,OldTown,1.5 Story Finished,127500
1226,5,2173.0,1.0,58,2006,1,0.0,7,NAmes,Newer 1 Story,141500
63,8,4797.0,2.0,16,1995,2,362.0,9,NoRidge,Newer 2 Story,325000
1869,7,3660.0,2.0,14,1993,2,112.0,6,NWAmes,Newer 1 Story,188500
2468,6,3096.0,2.0,0,2006,2,68.0,5,Somerst,Newer 1 Story,185000
1135,6,2350.0,0.0,3,2006,1,126.0,6,SawyerW,Newer 1 Story,146000
719,6,2192.0,1.0,92,2007,1,0.0,5,OldTown,Older 2 Story,119000
405,5,2212.0,1.0,38,1971,2,142.0,6,BrDale,2 Story PUD,112000
2506,8,3044.0,2.0,1,2005,1,0.0,4,Somerst,1 Story PUD,197000
1565,8,4114.0,3.0,6,2002,2,148.0,7,Mitchel,Newer 1 Story,271000
1727,7,3288.0,2.0,4,2003,2,235.0,6,NridgHt,1 Story PUD,200000
1661,7,3137.0,2.0,31,1976,2,130.0,5,NWAmes,Split or Multi-Level,174000
1967,5,3105.0,1.0,47,1960,1,0.0,6,NAmes,Newer 1 Story,156500
2267,6,3050.0,2.0,11,1997,2,42.0,7,Timber,Newer 2 Story,204000
1389,5,2727.0,1.0,42,2006,1,0.0,6,Sawyer,Newer 1 Story,149350
2553,5,2291.0,1.0,52,1954,1,0.0,4,NAmes,Newer 1 Story,137000
1459,7,3725.0,2.0,10,1999,2,202.0,8,CollgCr,Newer 2 Story,222500
1739,6,2696.0,2.0,0,2007,2,22.0,6,Gilbert,Newer 2 Story,166000
172,5,1872.0,0.0,90,1950,1,0.0,5,OldTown,Older 1 Story,109500
788,4,1881.0,2.0,55,1954,1,0.0,6,Edwards,Newer 1 Story,122000
1979,5,2114.0,1.0,87,1990,1,0.0,5,OldTown,Older 1 Story,99900
1801,8,4138.0,3.0,1,2006,2,0.0,7,Somerst,Newer 1 Story,249700
931,6,2544.0,1.0,59,2004,1,0.0,6,Crawfor,Newer 1 Story,158500
2471,6,2284.0,0.0,1,2005,1,0.0,5,SawyerW,Newer 1 Story,139500
2899,6,3254.0,2.0,6,2000,2,0.0,5,Timber,Newer 1 Story,202000
2544,5,3926.0,2.0,47,2005,2,122.0,8,NAmes,Duplex,145000
315,5,3006.0,2.0,62,1950,1,0.0,7,Timber,Newer 1 Story,160000
1932,5,3604.0,2.0,49,1958,2,260.0,8,NAmes,Duplex,128600
1660,7,3278.0,2.0,31,1976,2,233.0,7,NWAmes,Newer 2 Story,197900
2353,7,2726.0,2.0,30,1976,1,252.0,5,NWAmes,Split Foyer,172000
2139,5,2091.0,1.0,30,1977,1,0.0,5,CollgCr,Newer 1 Story,130000
1585,6,3776.0,2.0,9,2000,2,0.0,6,Timber,Newer 1 Story,195000
1602,5,2496.0,2.0,54,1954,1,0.0,4,Mitchel,Newer 1 Story,113000
2888,8,3472.0,2.0,5,2001,2,0.0,7,Mitchel,Newer 1 Story,209000
965,7,3702.0,2.0,22,1989,2,310.0,7,Timber,Split or Multi-Level,213500
645,5,2223.0,2.0,58,1951,1,0.0,5,NAmes,Newer 1 Story,126000
789,6,3605.0,2.0,53,1956,1,0.0,7,Edwards,Newer 1 Story,127500
1015,9,3977.0,2.0,1,2007,2,178.0,6,StoneBr,1 Story PUD,334000
1264,6,2858.0,1.0,48,1960,1,212.0,5,NAmes,Newer 1 Story,157000
1972,5,2022.0,1.0,45,1962,1,0.0,5,NAmes,Newer 1 Story,125500
1481,7,2594.0,2.0,3,2005,2,0.0,7,CollgCr,Newer 2 Story,189000
954,7,2902.0,2.0,19,1991,2,0.0,6,Mitchel,Split or Multi-Level,173000
824,8,3212.0,2.0,2,2007,2,0.0,7,CollgCr,Newer 2 Story,212000
2769,5,2360.0,2.0,10,1996,1,0.0,5,CollgCr,Split Foyer,148000
123,6,2788.0,2.0,46,1964,2,0.0,8,NAmes,Split or Multi-Level,136300
1758,7,2380.0,2.0,4,2003,2,0.0,6,Gilbert,Newer 2 Story,162000
2236,4,2119.0,1.0,68,1950,1,0.0,4,IDOTRR,1.5 Story Finished,100000
2912,5,2026.0,1.0,38,2003,1,0.0,5,Mitchel,Newer 1 Story,126500
2093,7,4808.0,2.0,21,1987,2,172.0,8,SawyerW,Newer 2 Story,301000
2128,6,3294.0,2.0,10,1997,2,0.0,7,CollgCr,Newer 2 Story,204750
679,4,1460.0,2.0,60,1950,2,0.0,6,NAmes,Duplex,90000
2534,5,3200.0,2.0,38,1968,1,300.0,7,NAmes,Newer 2 Story,155000
1273,5,2846.0,1.0,48,1960,1,0.0,6,NAmes,Newer 1 Story,155000
219,5,2582.0,2.0,45,1965,1,0.0,6,Sawyer,2 Family Conversion,131500
133,6,3040.0,1.0,55,1972,1,164.0,7,NAmes,Split or Multi-Level,153000
38,8,4180.0,3.0,3,2008,2,200.0,7,NridgHt,Newer 1 Story,306000
2408,9,4271.0,3.0,0,2006,2,518.0,6,NridgHt,Newer 1 Story,332200
1575,8,4084.0,3.0,1,2008,2,338.0,7,Timber,Newer 1 Story,293077
1671,4,2098.0,1.0,46,1961,1,0.0,4,NAmes,Newer 1 Story,128000
2000,6,2981.0,1.0,81,2004,2,0.0,5,OldTown,1 Story Finished Attic,152000
2621,4,1912.0,0.0,57,1950,1,0.0,6,NAmes,1.5 Story Finished,135000
1996,6,3423.0,1.0,127,1950,2,0.0,8,OldTown,Older 2 Story,117500
1976,6,2717.0,2.0,80,1950,1,0.0,6,OldTown,1.5 Story Finished,127500
1600,6,1638.0,0.0,38,2007,2,0.0,6,MeadowV,2 Story PUD,98000
298,7,2548.0,2.0,16,2007,2,44.0,6,Crawfor,Split or Multi-Level,203135
875,7,3108.0,2.0,13,1996,2,0.0,7,CollgCr,Newer 2 Story,191000
1205,5,1281.0,1.0,52,1956,1,0.0,6,NAmes,Newer 1 Story,98000
512,8,3346.0,2.0,3,2006,2,206.0,7,Somerst,Newer 1 Story,245000
592,7,3913.0,2.0,11,1999,2,0.0,7,NWAmes,Newer 1 Story,213250
355,7,2977.0,2.0,11,1998,2,40.0,7,Gilbert,Newer 2 Story,185000
1676,6,1881.0,1.0,34,1973,1,567.0,6,BrDale,2 Story PUD,113500
2599,3,2090.0,2.0,77,1950,1,0.0,4,NAmes,Older 1 Story,68000
312,7,3693.0,2.0,7,2003,2,0.0,7,Mitchel,Newer 1 Story,201000
1124,7,3237.0,2.0,3,2005,2,0.0,7,Somerst,Newer 2 Story,226700
2434,7,2879.0,2.0,2,2005,2,0.0,7,Gilbert,Newer 2 Story,201490
1432,5,2508.0,2.0,14,1994,1,0.0,5,CollgCr,Newer 1 Story,155000
689,5,2446.0,2.0,31,1978,1,124.0,4,NAmes,Duplex,145000
1349,6,2475.0,2.0,88,1999,2,0.0,6,BrkSide,Older 2 Story,128000
1759,6,3047.0,2.0,7,2000,2,0.0,7,Gilbert,Newer 2 Story,187000
944,4,1344.0,1.0,84,1950,1,0.0,4,IDOTRR,Older 1 Story,75000
2109,7,3888.0,3.0,2,2006,2,204.0,7,CollgCr,Newer 1 Story,217000
316,7,3342.0,3.0,2,2008,2,60.0,6,Timber,Newer 1 Story,220000
2529,6,3006.0,2.0,34,1972,1,288.0,8,NWAmes,Newer 2 Story,165150
1448,6,2542.0,2.0,30,1978,1,0.0,5,CollgCr,Split or Multi-Level,147000
871,7,3486.0,2.0,13,1996,2,196.0,6,CollgCr,Newer 1 Story,203000
142,5,3545.0,2.0,51,1959,1,0.0,6,NAmes,Newer 1 Story,165500
1515,3,1728.0,0.0,94,1950,1,0.0,5,Edwards,Older 1 Story,67000
1970,6,3113.0,2.0,43,1993,2,340.0,7,NAmes,Newer 2 Story,187000
572,6,2708.0,2.0,9,2000,2,513.0,4,Somerst,2 Story PUD,180000
2200,6,2189.0,1.0,86,2005,2,0.0,8,Crawfor,1.5 Story Finished,146500
2147,7,3929.0,2.0,7,2000,2,0.0,7,CollgCr,Newer 1 Story,270000
249,6,2496.0,2.0,18,1992,1,0.0,5,SawyerW,Split Foyer,147000
162,6,2320.0,1.0,62,2004,1,0.0,5,NAmes,1.5 Story Finished,132000
664,4,2552.0,1.0,89,1950,1,0.0,6,OldTown,1.5 Story Finished,105000
1516,5,2496.0,0.0,96,2000,2,0.0,9,SWISU,2 Family Conversion,135900
1808,7,2286.0,0.0,1,2006,1,0.0,5,SawyerW,Newer 1 Story,147000
425,9,4144.0,2.0,3,2007,2,300.0,6,NridgHt,Newer 1 Story,325000
1372,5,2340.0,1.0,61,1993,1,0.0,6,Sawyer,Newer 1 Story,124000
2495,5,2158.0,1.0,41,1965,1,114.0,5,Sawyer,Newer 1 Story,137000
661,4,4218.0,2.0,94,1950,2,0.0,8,OldTown,1.5 Story Finished,142900
1301,5,2574.0,2.0,60,2005,1,0.0,6,OldTown,Newer 1 Story,147000
396,5,2837.0,2.0,39,1970,1,0.0,6,NAmes,Newer 1 Story,128000
50,8,3224.0,2.0,4,2006,2,178.0,6,NridgHt,1 Story PUD,205000
886,5,3452.0,2.0,45,1999,1,0.0,7,Edwards,Newer 1 Story,167000
696,5,2007.0,1.0,68,1950,1,0.0,5,OldTown,1.5 Story Finished,66500
2454,8,4789.0,3.0,13,1993,2,420.0,8,NoRidge,Newer 2 Story,315000
2106,7,2624.0,2.0,1,2006,2,0.0,8,CollgCr,Newer 2 Story,155835
353,8,3849.0,2.0,14,1996,2,0.0,6,StoneBr,1 Story PUD,239500
441,9,3735.0,3.0,3,2006,2,122.0,6,NridgHt,Newer 1 Story,300000
1924,5,2624.0,1.0,47,1960,1,69.0,6,NAmes,Newer 1 Story,120000
1402,7,3187.0,2.0,54,2005,1,0.0,5,ClearCr,Newer 1 Story,241500
1070,9,4594.0,3.0,0,2008,2,492.0,7,NridgHt,1 Story PUD,336860
2696,3,2294.0,1.0,84,1950,1,0.0,6,IDOTRR,Older 1 Story,91000
1840,8,3628.0,2.0,1,2007,2,0.0,5,Somerst,1 Story PUD,207500
1562,7,3722.0,2.0,4,2005,2,174.0,5,Crawfor,1 Story PUD,250000
2426,7,2934.0,2.0,1,2006,2,16.0,5,Blmngtn,1 Story PUD,167240
1162,7,2975.0,2.0,4,2005,2,0.0,5,Somerst,1 Story PUD,178000
1874,6,2415.0,1.0,44,1963,1,203.0,6,NWAmes,Newer 1 Story,127000
111,6,4193.0,2.0,43,1967,2,120.0,8,NWAmes,Newer 1 Story,218500
1207,4,2187.0,1.0,52,1956,1,0.0,4,NAmes,Newer 1 Story,135750
140,7,3580.0,2.0,7,2009,2,506.0,7,NAmes,Newer 1 Story,214000
545,8,4308.0,2.0,4,2006,2,366.0,7,SawyerW,Newer 1 Story,257000
1338,6,2994.0,1.0,71,2000,2,0.0,5,BrkSide,1.5 Story Finished,157000
2873,5,2167.0,1.0,64,1950,1,0.0,5,IDOTRR,Older 1 Story,102000
924,5,2272.0,2.0,88,2006,1,0.0,5,Crawfor,Older 1 Story,163500
844,7,3568.0,2.0,10,1999,2,183.0,6,CollgCr,Newer 1 Story,204000
901,5,3023.0,1.0,53,1956,1,259.0,7,Edwards,Newer 1 Story,103500
2081,5,2127.0,1.0,49,1958,1,0.0,6,SWISU,Newer 1 Story,118000
2774,7,3591.0,2.0,6,2000,2,244.0,6,CollgCr,Newer 1 Story,235000
2573,5,2836.0,2.0,44,1962,1,120.0,6,NAmes,Duplex,132500
1793,8,3991.0,3.0,1,2006,2,0.0,7,Somerst,Newer 2 Story,221300
882,7,3570.0,2.0,5,2004,2,210.0,6,CollgCr,Newer 1 Story,190000
2791,7,3179.0,2.0,4,2002,2,199.0,6,CollgCr,Newer 2 Story,222000
297,7,4371.0,2.0,51,2002,2,0.0,7,Crawfor,Newer 1 Story,335000
509,8,3998.0,3.0,1,2008,2,294.0,7,Somerst,Newer 1 Story,257500
1115,9,3596.0,2.0,0,2008,2,284.0,6,Somerst,Newer 1 Story,264132
773,5,2051.0,1.0,42,2004,1,89.0,5,Sawyer,Newer 1 Story,130000
732,5,2287.0,1.0,79,1982,2,0.0,7,BrkSide,Older 2 Story,137000
1552,5,1792.0,1.0,78,1995,1,0.0,5,IDOTRR,Older 1 Story,99500
226,5,3283.0,2.0,32,1978,1,0.0,5,Sawyer,Duplex,160250
2830,7,3059.0,2.0,2,2004,2,50.0,7,Edwards,2 Story PUD,130000
2238,5,1732.0,1.0,85,1950,1,0.0,5,IDOTRR,Older 1 Story,75200
982,6,1904.0,1.0,16,1996,1,0.0,5,Mitchel,Split or Multi-Level,131250
1265,6,2563.0,1.0,48,1993,1,276.0,5,NAmes,Newer 1 Story,148000
559,5,2332.0,1.0,44,1965,2,0.0,5,Sawyer,Newer 1 Story,124100
1203,7,2531.0,2.0,47,2007,1,210.0,6,NAmes,Split Foyer,178400
2083,4,2880.0,0.0,30,1977,2,0.0,8,Edwards,Duplex,150000
2130,7,3140.0,2.0,9,1999,2,290.0,7,CollgCr,Newer 2 Story,217000
2455,8,3824.0,2.0,1,2006,2,192.0,8,Somerst,Newer 2 Story,252000
535,7,2766.0,2.0,3,2006,1,0.0,6,SawyerW,Newer 1 Story,152000
2655,6,2330.0,1.0,61,1950,1,0.0,5,OldTown,1.5 Story Finished,120000
2391,9,4218.0,2.0,1,2006,2,385.0,8,NridgHt,Newer 2 Story,338500
154,4,2237.0,2.0,90,1994,1,0.0,4,NAmes,Older 1 Story,105000
999,7,2581.0,2.0,12,1997,2,0.0,6,Gilbert,Newer 2 Story,175000
1400,7,3687.0,2.0,31,1977,2,299.0,8,ClearCr,Newer 2 Story,192000
2807,7,3229.0,2.0,2,2005,2,0.0,8,CollgCr,Newer 2 Story,195000
516,8,3034.0,2.0,1,2008,2,0.0,6,Somerst,Newer 2 Story,210000
1753,7,3229.0,2.0,4,2003,2,16.0,8,Gilbert,Newer 2 Story,211000
734,4,2236.0,1.0,73,1950,1,0.0,6,BrkSide,1.5 Story Finished,128000
1209,6,3426.0,2.0,44,1964,2,272.0,7,NAmes,Newer 1 Story,180500
2413,7,2670.0,2.0,0,2006,2,0.0,8,Gilbert,Newer 2 Story,169985
2630,5,2588.0,1.0,45,1961,1,0.0,6,NAmes,Newer 1 Story,146000
1428,7,3855.0,3.0,15,1993,2,0.0,9,SawyerW,Newer 2 Story,228000
1271,5,2823.0,1.0,49,1959,1,0.0,6,NAmes,Newer 1 Story,159000
2464,8,4087.0,3.0,0,2006,2,0.0,8,Somerst,Newer 2 Story,266000
2653,5,2832.0,2.0,82,1950,1,145.0,7,OldTown,1.5 Story Finished,139000
1505,4,1568.0,0.0,53,1955,1,0.0,4,Edwards,2 Family Conversion,91900
2110,8,3663.0,2.0,1,2006,2,132.0,7,CollgCr,Newer 1 Story,212999
2386,9,4455.0,3.0,2,2005,2,378.0,8,NridgHt,Newer 1 Story,326000
1086,6,2697.0,2.0,4,2004,2,0.0,8,Gilbert,Newer 2 Story,179000
1574,8,3843.0,3.0,2,2007,2,258.0,8,Timber,Newer 1 Story,294000
406,6,1758.0,1.0,37,1972,1,425.0,5,BrDale,2 Story PUD,97000
2757,7,4221.0,3.0,0,2006,2,0.0,7,CollgCr,Newer 2 Story,239799
2559,5,3125.0,2.0,45,1990,1,0.0,7,NAmes,Newer 1 Story,161000
407,6,1734.0,1.0,37,2007,1,510.0,5,BrDale,2 Story PUD,118000
2300,4,2050.0,2.0,25,2006,1,0.0,4,Mitchel,Newer 1 Story,129500
731,7,3172.0,2.0,84,2007,2,0.0,5,BrkSide,1.5 Story Finished,205000
1688,8,4244.0,3.0,1,2007,2,302.0,7,NridgHt,Newer 1 Story,322400
880,8,3990.0,3.0,2,2007,2,180.0,7,CollgCr,Newer 1 Story,293200
1074,9,3932.0,2.0,3,2005,2,616.0,6,NridgHt,1 Story PUD,266000
771,6,3041.0,2.0,31,1978,2,92.0,7,Sawyer,Newer 2 Story,172500
724,5,3413.0,2.0,119,1996,1,0.0,7,OldTown,1.5 Story Finished,124900
730,6,2670.0,1.0,86,1950,1,0.0,6,BrkSide,Older 1 Story,149000
273,7,3322.0,2.0,6,2004,2,98.0,6,CollgCr,Newer 1 Story,185500
2793,8,3124.0,2.0,4,2002,1,0.0,5,CollgCr,Newer 1 Story,220000
1789,8,3466.0,2.0,0,2007,2,140.0,7,Somerst,Newer 1 Story,225000
1900,6,2170.0,1.0,57,1950,1,0.0,4,NAmes,Newer 1 Story,124000
677,3,1440.0,2.0,59,1950,2,0.0,6,NAmes,Duplex,92900
1038,4,2304.0,2.0,36,1972,1,0.0,5,NAmes,Newer 1 Story,111250
1763,8,3902.0,3.0,7,2000,2,72.0,8,NoRidge,Newer 2 Story,248000
1283,5,2498.0,1.0,45,1963,1,0.0,6,NAmes,Newer 1 Story,136870
2803,6,2116.0,2.0,3,2003,1,170.0,4,CollgCr,1 Story PUD,133000
1927,5,2382.0,1.0,51,1956,1,120.0,6,NAmes,Newer 1 Story,135000
1036,4,2160.0,1.0,39,1969,1,72.0,4,NAmes,Newer 1 Story,111900
1237,5,2720.0,2.0,46,1980,1,0.0,6,NAmes,Newer 1 Story,140000
1375,4,2268.0,2.0,49,1959,2,0.0,7,ClearCr,1.5 Story Finished,134432
2453,8,4535.0,3.0,12,1994,2,391.0,8,NoRidge,Newer 2 Story,290000
2129,7,3458.0,2.0,8,1999,2,0.0,7,CollgCr,Newer 2 Story,235500
2640,6,2596.0,2.0,106,2004,1,0.0,7,OldTown,1.5 Story Finished,156500
2437,6,3077.0,2.0,6,2000,2,0.0,7,Gilbert,Newer 2 Story,172400
1123,7,3336.0,2.0,1,2008,2,0.0,6,Somerst,Newer 1 Story,182000
1420,6,4505.0,2.0,13,2002,2,190.0,9,SawyerW,Newer 2 Story,260000
2693,5,1429.0,0.0,87,1950,1,0.0,4,IDOTRR,Older 1 Story,72000
1370,3,1880.0,0.0,93,1950,2,0.0,8,IDOTRR,2 Family Conversion,82375
392,6,3391.0,2.0,37,1972,2,333.0,7,NWAmes,Split or Multi-Level,158000
1351,5,2197.0,1.0,60,2001,1,0.0,6,BrkSide,1.5 Story Finished,127000
246,7,3394.0,2.0,23,1987,1,177.0,4,SawyerW,Newer 1 Story,270000
802,8,4240.0,2.0,26,2009,1,0.0,5,SawyerW,1.5 Story Finished,316600
1404,6,2688.0,1.0,49,2006,1,84.0,5,Edwards,Split or Multi-Level,177000
803,7,5055.0,3.0,19,1991,2,234.0,7,SawyerW,Newer 1 Story,271900
1595,5,1904.0,1.0,32,1976,1,0.0,4,MeadowV,2 Story PUD,115000
1319,8,3042.0,0.0,136,1987,2,0.0,8,OldTown,Older 2 Story,122000
2231,8,3696.0,2.0,21,1986,2,0.0,6,Crawfor,Newer 1 Story,315000
2162,7,3375.0,2.0,1,2006,2,0.0,8,CollgCr,Newer 2 Story,213500
2622,5,1665.0,2.0,56,1950,1,0.0,5,NAmes,Newer 1 Story,109500
1300,5,1828.0,1.0,60,1950,1,0.0,5,OldTown,Newer 1 Story,115000
2505,7,2874.0,2.0,2,2004,1,0.0,5,Somerst,1 Story PUD,176400
582,6,3440.0,2.0,41,1968,2,0.0,7,NWAmes,Newer 1 Story,185750
1458,8,3516.0,3.0,9,2000,2,320.0,7,CollgCr,Newer 2 Story,230000
281,4,1920.0,0.0,52,1958,1,0.0,5,Edwards,Newer 1 Story,90000
2298,5,2160.0,2.0,37,1970,1,0.0,5,Mitchel,Split Foyer,129500
2580,6,2601.0,1.0,50,1994,1,0.0,6,NAmes,Newer 1 Story,153000
568,6,2364.0,2.0,0,2009,2,76.0,4,Somerst,2 Story PUD,173733
1807,6,2200.0,0.0,1,2007,1,0.0,6,SawyerW,Newer 1 Story,146000
129,6,2808.0,2.0,61,1950,2,340.0,6,NAmes,1.5 Story Finished,172500
2294,6,3128.0,2.0,30,1977,2,0.0,6,Mitchel,Split or Multi-Level,188000
1860,6,2984.0,2.0,31,1976,2,0.0,6,Veenker,Newer 1 Story,181500
839,7,3010.0,2.0,13,1996,2,0.0,6,CollgCr,Newer 2 Story,212000
2349,7,3284.0,2.0,28,1978,2,68.0,8,NWAmes,Newer 2 Story,188900
1903,3,1332.0,0.0,61,1950,1,0.0,4,BrkSide,Newer 1 Story,64500
234,6,3620.0,2.0,32,1992,2,288.0,8,ClearCr,Newer 2 Story,230000
2172,5,2828.0,2.0,82,1950,1,0.0,7,Edwards,1.5 Story Finished,122000
2588,5,2329.0,1.0,50,1956,1,0.0,6,NAmes,Newer 1 Story,133500
1289,6,4822.0,2.0,88,1950,2,0.0,8,OldTown,1.5 Story Finished,256000
1596,5,2361.0,1.0,32,1976,2,0.0,6,MeadowV,2 Story PUD,129500
264,8,4806.0,3.0,7,2003,2,320.0,8,CollgCr,Newer 1 Story,318000
451,8,4075.0,3.0,3,2006,2,383.0,6,NridgHt,Newer 1 Story,255900
536,6,2316.0,0.0,5,2004,1,0.0,5,SawyerW,Newer 1 Story,143500
43,8,4322.0,3.0,5,2006,2,240.0,8,NridgHt,Newer 1 Story,259000
2223,6,4518.0,2.0,54,1953,2,184.0,7,Crawfor,Newer 1 Story,217000
2009,6,3140.0,2.0,84,1950,1,0.0,6,BrkSide,1.5 Story Finished,210000
394,5,2906.0,2.0,39,1970,1,76.0,5,NAmes,Newer 1 Story,148500
1738,6,2460.0,2.0,1,2007,2,0.0,6,Gilbert,Newer 2 Story,156932
828,7,3234.0,2.0,2,2007,2,0.0,6,CollgCr,Newer 1 Story,200000
1694,10,4918.0,3.0,2,2006,2,400.0,7,NridgHt,Newer 1 Story,450000
1192,6,4760.0,2.0,34,1997,2,0.0,9,NWAmes,Newer 2 Story,240000
962,8,3542.0,3.0,2,2007,2,0.0,7,Timber,Newer 1 Story,201000
2142,5,2378.0,2.0,32,1975,1,0.0,5,CollgCr,Newer 1 Story,122000
1648,7,3856.0,2.0,29,1985,2,67.0,7,NWAmes,Newer 1 Story,213000
618,6,3921.0,2.0,42,1967,1,0.0,5,NAmes,Newer 1 Story,175000
2108,7,3044.0,2.0,0,2007,2,108.0,6,CollgCr,Newer 1 Story,195400
772,5,2772.0,1.0,42,1967,1,172.0,6,Sawyer,Newer 1 Story,113500
2672,6,2861.0,1.0,67,1950,1,0.0,6,BrkSide,1.5 Story Finished,140200
2492,5,2085.0,1.0,38,1968,1,90.0,5,Sawyer,Newer 1 Story,116000
2903,9,4358.0,3.0,1,2006,2,382.0,9,Timber,Newer 1 Story,359900
2783,6,2380.0,1.0,29,1977,1,62.0,6,CollgCr,Newer 2 Story,157500
786,5,3787.0,1.0,54,1993,1,0.0,7,ClearCr,Newer 1 Story,190000
740,5,2886.0,2.0,85,1950,1,0.0,5,BrkSide,Older 1 Story,100000
2546,6,2963.0,1.0,42,1964,1,425.0,6,NAmes,Newer 1 Story,160000
851,7,3452.0,2.0,7,2001,2,68.0,6,CollgCr,Newer 1 Story,203000
1833,8,5013.0,2.0,17,1990,2,336.0,9,NoRidge,Newer 2 Story,302000
76,6,2110.0,1.0,30,1980,2,0.0,5,SawyerW,1 Story PUD,143000
2151,8,4163.0,2.0,9,1999,2,0.0,9,CollgCr,Newer 2 Story,267000
1880,4,1754.0,3.0,43,1964,2,0.0,8,NAmes,Duplex,103000
2907,6,2979.0,2.0,8,1998,2,443.0,5,Mitchel,1 Story PUD,153500
1831,5,3702.0,2.0,32,1981,2,0.0,6,Sawyer,Split Foyer,171000
2836,4,3050.0,1.0,82,1950,1,0.0,9,Edwards,1.5 Story Finished,107000
1955,6,2192.0,1.0,39,1968,1,86.0,5,NAmes,Newer 1 Story,128500
1926,5,2152.0,1.0,50,1957,1,0.0,5,NAmes,Newer 1 Story,116000
2924,5,2736.0,2.0,29,1977,2,0.0,5,Mitchel,Newer 1 Story,160000
1003,8,3066.0,2.0,16,1992,2,0.0,5,StoneBr,1 Story PUD,180000
1667,5,2196.0,1.0,37,2002,1,32.0,5,NAmes,Newer 1 Story,133000
921,6,2478.0,1.0,67,1950,1,0.0,7,Crawfor,Older 2 Story,177500
1780,8,3542.0,2.0,1,2006,2,248.0,7,Somerst,Newer 1 Story,215000
746,5,2784.0,1.0,71,1950,2,0.0,6,BrkSide,1.5 Story Finished,150000
606,6,3504.0,2.0,45,1964,1,180.0,6,NAmes,Newer 1 Story,167000
2703,5,1292.0,1.0,71,1950,1,0.0,6,Edwards,Older 1 Story,125000
1306,3,2036.0,0.0,59,1992,2,0.0,6,OldTown,Newer 1 Story,65000
2102,7,3072.0,2.0,0,2007,2,0.0,6,CollgCr,Newer 1 Story,200141
2699,5,2516.0,1.0,55,1951,1,41.0,7,Sawyer,1.5 Story Finished,137500
2127,4,1980.0,0.0,13,1995,1,0.0,5,CollgCr,Newer 1 Story,123600
2607,6,2852.0,2.0,41,1965,2,101.0,6,NAmes,Newer 1 Story,160000
1754,6,3077.0,2.0,7,2000,2,0.0,7,Gilbert,Newer 2 Story,181000
1367,5,2370.0,2.0,53,1995,1,0.0,4,OldTown,Newer 1 Story,125000
580,6,2724.0,2.0,41,1968,1,0.0,8,NWAmes,Newer 2 Story,154000
341,6,3565.0,2.0,17,1994,2,0.0,7,Mitchel,Newer 2 Story,231000
26,5,2416.0,1.0,42,1968,1,0.0,6,NAmes,Newer 1 Story,142000
28,4,1728.0,0.0,39,1971,1,0.0,5,NAmes,Newer 1 Story,115000
531,7,2842.0,2.0,5,2005,2,0.0,6,Somerst,Newer 1 Story,185000
2189,6,1741.0,1.0,87,1995,1,0.0,4,Edwards,1 Story Finished Attic,108500
2508,7,2303.0,2.0,1,2005,2,0.0,4,Somerst,2 Story PUD,147400
573,7,2649.0,2.0,10,1999,2,218.0,6,Somerst,2 Story PUD,156000
1363,5,2588.0,2.0,93,1978,2,0.0,6,IDOTRR,1.5 Story Finished,120000
487,7,2158.0,2.0,5,2004,2,0.0,7,Gilbert,Split or Multi-Level,167000
1083,7,3287.0,2.0,3,2006,2,14.0,7,Blmngtn,1 Story PUD,191000
1620,6,2158.0,2.0,10,1997,2,0.0,7,Gilbert,Split or Multi-Level,161500
1929,5,2925.0,1.0,52,1975,1,0.0,7,NAmes,Newer 1 Story,130000
1820,5,2564.0,2.0,44,1963,1,0.0,5,Sawyer,Newer 1 Story,132500
1398,5,2680.0,3.0,38,1970,1,0.0,5,Sawyer,Split or Multi-Level,144000
2144,4,1988.0,2.0,35,2006,1,0.0,5,CollgCr,Newer 1 Story,117000
2697,6,1274.0,0.0,71,1982,1,0.0,5,IDOTRR,2 Family Conversion,84500
596,5,2279.0,1.0,44,1965,1,0.0,5,NAmes,Newer 1 Story,117500
922,5,2292.0,1.0,69,1950,1,0.0,7,Crawfor,1.5 Story Finished,160000
2065,5,2938.0,1.0,51,1998,1,0.0,6,Sawyer,Newer 1 Story,187000
1710,8,4520.0,3.0,4,2003,2,280.0,7,NridgHt,Newer 2 Story,350000
1034,5,3168.0,2.0,34,1974,2,0.0,8,NAmes,Duplex,133000
1057,8,5532.0,3.0,1,2007,2,554.0,9,NridgHt,Newer 1 Story,417500
470,7,3615.0,3.0,2,2007,2,130.0,7,Blmngtn,1 Story PUD,175900
819,9,4373.0,3.0,0,2009,1,242.0,8,CollgCr,Newer 1 Story,323262
